region_cluster_id	n_raw_intervals	n_member_intervals	n_transcripts	n_genes	n_gene_symbols	total_member_bp	mean_member_len	median_member_len	min_member_len	max_member_len	representative_transcript_id	representative_gene_id	representative_transcript_name	representative_gene_symbol	representative_transcript_length	representative_start	representative_end	representative_region_len	top_gene_symbols	source_n_member_intervals	source_n_transcripts	source_n_genes	source_total_member_bp	representative_transcript_header
SR0000078	1264	30	30	23	23	29676	989.20	1223.00	107	1294	ENST00000400864.3	ENSG00000215765.3	ENST00000400864	ENSG00000215765	1294	1	1294	1294	ENSG00000290933:8;ENSG00000215765:1;ENSG00000290451:1;ENSG00000290528:1;ENSG00000290465:1;ENSG00000290428:1;ENSG00000290508:1;ENSG00000290379:1;ENSG00000293045:1;ENSG00000290470:1	30	30	23	29676	ENST00000400864.3|ENSG00000215765.3|OTTHUMG00000065883.2|OTTHUMT00000442832.1|ENST00000400864|ENSG00000215765|1294|
SR0000079	212	31	30	7	7	3935	126.94	96.00	79	328	ENST00000777537.1	ENSG00000287100.4	ENST00000777537	ENSG00000287100	839	201	528	328	ENSG00000287100:14;LINC01036:7;RMDN2-AS1:4;ENSG00000301286:3;ENSG00000253108:1;ENSG00000303322:1;ENSG00000287933:1	31	30	7	3935	ENST00000777537.1|ENSG00000287100.4|OTTHUMG00000193986.1|-|ENST00000777537|ENSG00000287100|839|
SR0000080	350	30	30	6	6	3829	127.63	141.00	88	147	ENST00000847786.1	ENSG00000271860.10	ENST00000847786	ENSG00000271860	1469	1323	1469	147	ENSG00000271860:13;NR2F1-AS1:8;ENSG00000258702:4;ENSG00000296079:3;ENSG00000286551:1;ENSG00000305885:1	30	30	6	3829	ENST00000847786.1|ENSG00000271860.10|OTTHUMG00000015255.41|-|ENST00000847786|ENSG00000271860|1469|
SR0000081	864	30	30	2	2	10139	337.97	270.50	188	465	ENST00000813446.1	ENSG00000289326.3	ENST00000813446	ENSG00000289326	1366	147	611	465	LINC01460:18;ENSG00000289326:12	30	30	2	10139	ENST00000813446.1|ENSG00000289326.3|-|-|ENST00000813446|ENSG00000289326|1366|
SR0000082	248	35	30	2	2	7378	210.80	163.00	137	663	ENST00000848498.1	ENSG00000310238.1	ENST00000848498	ENSG00000310238	1092	82	744	663	ENSG00000310190:32;ENSG00000310238:3	35	30	2	7378	ENST00000848498.1|ENSG00000310238.1|-|-|ENST00000848498|ENSG00000310238|1092|
SR0000083	178	29	29	4	4	13830	476.90	495.00	181	733	ENST00000504820.2	ENSG00000249494.7	DMXL1-DT-201	DMXL1-DT	4375	311	1043	733	CATSPER2P1:26;DMXL1-DT:1;ENSG00000293279:1;ENSG00000309475:1	29	29	4	13830	ENST00000504820.2|ENSG00000249494.7|OTTHUMG00000162961.2|OTTHUMT00000371175.2|DMXL1-DT-201|DMXL1-DT|4375|
SR0000084	372	29	29	2	2	6984	240.83	234.00	234	287	ENST00000521446.2	ENSG00000253871.3	ENST00000521446	ENSG00000253871	866	525	811	287	ENSG00000253871:23;ENSG00000244310:6	29	29	2	6984	ENST00000521446.2|ENSG00000253871.3|OTTHUMG00000164271.23|OTTHUMT00000523745.1|ENST00000521446|ENSG00000253871|866|
SR0000085	112	29	29	2	2	9853	339.76	219.00	156	1408	ENST00000651075.1	ENSG00000286259.1	ENST00000651075	ENSG00000286259	2828	345	1752	1408	ENSG00000258077:28;ENSG00000286259:1	29	29	2	9853	ENST00000651075.1|ENSG00000286259.1|OTTHUMG00000192876.1|OTTHUMT00000499451.1|ENST00000651075|ENSG00000286259|2828|
SR0000086	116	30	29	3	3	15090	503.00	441.00	115	1421	ENST00000623526.1	ENSG00000279222.1	ENST00000623526	ENSG00000279222	1482	1	1421	1421	ENSG00000249966:28;LINC02116:1;ENSG00000279222:1	30	29	3	15090	ENST00000623526.1|ENSG00000279222.1|OTTHUMG00000175438.1|OTTHUMT00000429973.1|ENST00000623526|ENSG00000279222|1482|
SR0000087	220	29	29	3	3	30442	1049.72	1032.00	132	3352	ENST00000624866.1	ENSG00000280294.1	ENST00000624866	ENSG00000280294	3352	1	3352	3352	ENSG00000306911:27;ENSG00000280294:1;ENSG00000285403:1	29	29	3	30442	ENST00000624866.1|ENSG00000280294.1|OTTHUMG00000163823.1|OTTHUMT00000375785.1|ENST00000624866|ENSG00000280294|3352|
SR0000088	176	29	29	2	2	4074	140.48	109.00	88	366	ENST00000814352.1	ENSG00000232903.3	LINC01166-219	LINC01166	824	1	366	366	LINC01166:25;LINC01168:4	29	29	2	4074	ENST00000814352.1|ENSG00000232903.3|OTTHUMG00000019299.1|-|LINC01166-219|LINC01166|824|
SR0000089	624	46	29	2	2	9539	207.37	105.00	103	469	ENST00000430494.2	ENSG00000229647.4	MYOSLID-201	MYOSLID	1465	396	864	469	MYOSLID-AS1:38;MYOSLID:8	46	29	2	9539	ENST00000430494.2|ENSG00000229647.4|OTTHUMG00000154787.4|OTTHUMT00000337057.1|MYOSLID-201|MYOSLID|1465|
SR0000090	112	29	29	2	2	12652	436.28	423.00	261	703	ENST00000659939.1	ENSG00000287991.1	ENST00000659939	ENSG00000287991	1637	1	703	703	ENSG00000294598:28;ENSG00000287991:1	29	29	2	12652	ENST00000659939.1|ENSG00000287991.1|OTTHUMG00000194440.1|OTTHUMT00000516332.1|ENST00000659939|ENSG00000287991|1637|
SR0000091	384	29	29	3	3	14214	490.14	435.00	114	984	ENST00000690416.3	ENSG00000226530.5	ENST00000690416	ENSG00000226530	2942	1	984	984	LINC01284:22;ENSG00000226530:5;ENSG00000286456:2	29	29	3	14214	ENST00000690416.3|ENSG00000226530.5|OTTHUMG00000021532.2|-|ENST00000690416|ENSG00000226530|2942|
SR0000092	296	28	28	2	2	3687	131.68	132.00	130	133	ENST00000826536.1	ENSG00000249231.9	CASC16-207	CASC16	681	201	333	133	CASC16:25;ENSG00000285800:3	28	28	2	3687	ENST00000826536.1|ENSG00000249231.9|OTTHUMG00000173223.5|-|CASC16-207|CASC16|681|
SR0000093	108	28	28	2	2	6157	219.89	190.00	187	268	ENST00000326989.5	ENSG00000293414.2	TMEM277P-202	TMEM277P	936	205	472	268	TMEM277P:27;ENSG00000305714:1	28	28	2	6157	ENST00000326989.5|ENSG00000293414.2|-|OTTHUMT00000464138.1|TMEM277P-202|TMEM277P|936|
SR0000094	352	28	28	3	3	4560	162.86	139.00	111	287	ENST00000807754.1	ENSG00000267374.4	MIR924HG-302	MIR924HG	621	1	287	287	MIR924HG:23;ENSG00000283458:4;ENSG00000305053:1	28	28	3	4560	ENST00000807754.1|ENSG00000267374.4|OTTHUMG00000178312.57|-|MIR924HG-302|MIR924HG|621|
SR0000095	764	28	28	2	2	10341	369.32	416.00	110	776	ENST00000842999.1	ENSG00000234807.10	JUN-DT-291	JUN-DT	1026	251	1026	776	FGGY-DT:15;JUN-DT:13	28	28	2	10341	ENST00000842999.1|ENSG00000234807.10|OTTHUMG00000008377.4|-|JUN-DT-291|JUN-DT|1026|
SR0000096	268	29	28	3	3	9253	319.07	248.00	101	845	ENST00000769291.1	ENSG00000214900.14	LINC01588-321	LINC01588	845	1	845	845	LINC01588:25;ENSG00000300168:3;ENSG00000300253:1	29	28	3	9253	ENST00000769291.1|ENSG00000214900.14|OTTHUMG00000171567.8|-|LINC01588-321|LINC01588|845|
SR0000097	704	28	28	3	2	23840	851.43	753.50	88	2823	ENST00000635067.2	ENSG00000283106.3	ZNF436-AS1-219	ZNF436-AS1	2823	1	2823	2823	ZNF436-AS1:27;ENSG00000274421:1	28	28	3	23840	ENST00000635067.2|ENSG00000283106.3|-|-|ZNF436-AS1-219|ZNF436-AS1|2823|
SR0000098	108	28	28	2	2	7040	251.43	250.00	250	270	ENST00000577175.2	ENSG00000263176.2	ENST00000577175	ENSG00000263176	743	1	270	270	TILAM:27;ENSG00000263176:1	28	28	2	7040	ENST00000577175.2|ENSG00000263176.2|OTTHUMG00000177978.1|OTTHUMT00000440092.1|ENST00000577175|ENSG00000263176|743|
SR0000099	544	29	28	2	2	7327	252.66	229.00	84	475	ENST00000778917.1	ENSG00000301449.1	ENST00000778917	ENSG00000301449	677	1	475	475	LINC01094:22;ENSG00000301449:7	29	28	2	7327	ENST00000778917.1|ENSG00000301449.1|-|-|ENST00000778917|ENSG00000301449|677|
SR0000100	284	28	28	3	3	6531	233.25	101.00	101	991	ENST00000774954.1	ENSG00000300902.1	ENST00000774954	ENSG00000300902	1545	243	1233	991	RMST:22;ENSG00000300902:5;ENSG00000279798:1	28	28	3	6531	ENST00000774954.1|ENSG00000300902.1|-|-|ENST00000774954|ENSG00000300902|1545|
SR0000101	256	27	27	2	2	6839	253.30	173.00	135	885	ENST00000764082.1	ENSG00000299496.1	ENST00000764082	ENSG00000299496	885	1	885	885	GBX2-AS1:24;ENSG00000299496:3	27	27	2	6839	ENST00000764082.1|ENSG00000299496.1|-|-|ENST00000764082|ENSG00000299496|885|
SR0000102	212	29	27	5	5	16211	559.00	405.00	124	1351	ENST00000717837.1	ENSG00000293681.1	ENST00000717837	ENSG00000293681	1351	1	1351	1351	HOTAIR:16;HOXC-AS3:9;ENSG00000293681:2;ENSG00000293679:1;ENSG00000293680:1	29	27	5	16211	ENST00000717837.1|ENSG00000293681.1|-|-|ENST00000717837|ENSG00000293681|1351|
SR0000103	104	27	27	2	2	6116	226.52	229.00	173	273	ENST00000685535.2	ENSG00000260850.5	ENST00000685535	ENSG00000260850	1667	1	273	273	ENSG00000260850:26;ENSG00000296789:1	27	27	2	6116	ENST00000685535.2|ENSG00000260850.5|OTTHUMG00000173249.2|-|ENST00000685535|ENSG00000260850|1667|
SR0000104	104	27	27	2	2	4669	172.93	174.00	168	175	ENST00000414598.1	ENSG00000225785.1	ENST00000414598	ENSG00000225785	431	42	216	175	LINC01524:26;ENSG00000225785:1	27	27	2	4669	ENST00000414598.1|ENSG00000225785.1|OTTHUMG00000032757.2|OTTHUMT00000079750.2|ENST00000414598|ENSG00000225785|431|
SR0000105	102	27	27	2	2	7518	278.44	227.00	81	679	ENST00000663378.1	ENSG00000287135.1	ENST00000663378	ENSG00000287135	3083	2405	3083	679	MRPS9-AS2:26;ENSG00000287135:1	27	27	2	7518	ENST00000663378.1|ENSG00000287135.1|OTTHUMG00000195764.1|OTTHUMT00000528635.1|ENST00000663378|ENSG00000287135|3083|
SR0000106	214	29	27	9	9	10020	345.52	182.00	99	1068	ENST00000716621.1	ENSG00000293630.1	ENST00000716621	ENSG00000293630	1074	7	1074	1068	HOXA11-AS:8;HOXB-AS3:6;HOXA10-AS:6;ENSG00000293630:3;ENSG00000299510:2;ENSG00000273433:1;ENSG00000273046:1;HOXA-AS3:1;ENSG00000279160:1	29	27	9	10020	ENST00000716621.1|ENSG00000293630.1|-|-|ENST00000716621|ENSG00000293630|1074|
SR0000107	176	30	27	5	5	11449	381.63	422.00	105	704	ENST00000716469.1	ENSG00000235126.2	ENST00000716469	ENSG00000235126	963	1	704	704	ENSG00000235126:26;LINC02012:1;ENSG00000280749:1;ENSG00000280611:1;ENSG00000237167:1	30	27	5	11449	ENST00000716469.1|ENSG00000235126.2|OTTHUMG00000155481.1|-|ENST00000716469|ENSG00000235126|963|
SR0000108	244	29	27	2	2	9332	321.79	279.00	88	741	ENST00000809216.1	ENSG00000256128.8	LINC00944-305	LINC00944	1365	1	741	741	LINC00944:24;LINC00943:5	29	27	2	9332	ENST00000809216.1|ENSG00000256128.8|OTTHUMG00000168480.20|-|LINC00944-305|LINC00944|1365|
SR0000109	98	26	26	2	2	3830	147.31	150.50	98	179	ENST00000624606.1	ENSG00000279378.1	ENST00000624606	ENSG00000279378	2031	1490	1668	179	LINC01229:25;ENSG00000279378:1	26	26	2	3830	ENST00000624606.1|ENSG00000279378.1|OTTHUMG00000176974.1|OTTHUMT00000434546.1|ENST00000624606|ENSG00000279378|2031|
SR0000110	184	26	26	3	3	4710	181.15	181.00	143	279	ENST00000667367.1	ENSG00000166770.13	ZNF667-AS1-215	ZNF667-AS1	5588	4937	5215	279	ZNF667-AS1:24;ENSG00000267606:1;ZSCAN5A-AS1:1	26	26	3	4710	ENST00000667367.1|ENSG00000166770.13|OTTHUMG00000181942.14|OTTHUMT00000528564.1|ZNF667-AS1-215|ZNF667-AS1|5588|
SR0000111	192	26	26	2	2	4710	181.15	123.00	123	249	ENST00000415611.10	ENSG00000228649.12	SNHG26-201	SNHG26	3102	2421	2669	249	SNHG26:24;ENSG00000297541:2	26	26	2	4710	ENST00000415611.10|ENSG00000228649.12|OTTHUMG00000152563.18|OTTHUMT00000326767.4|SNHG26-201|SNHG26|3102|
SR0000112	50	26	26	2	2	4225	162.50	167.00	103	207	ENST00000706486.1	ENSG00000291301.2	ENST00000706486	ENSG00000291301	5373	2177	2383	207	ENSG00000207751:25;ENSG00000291301:1	26	26	2	4225	ENST00000706486.1|ENSG00000291301.2|-|-|ENST00000706486|ENSG00000291301|5373|
SR0000113	192	26	26	2	2	5304	204.00	161.00	95	488	ENST00000733460.1	ENSG00000295880.1	ENST00000733460	ENSG00000295880	922	1	488	488	LEF1-AS1:24;ENSG00000295880:2	26	26	2	5304	ENST00000733460.1|ENSG00000295880.1|-|-|ENST00000733460|ENSG00000295880|922|
SR0000114	660	30	26	2	2	17816	593.87	582.50	215	960	ENST00000429368.2	ENSG00000223403.8	MEG9-201	MEG9	2641	1682	2641	960	ENSG00000230805:19;MEG9:11	30	26	2	17816	ENST00000429368.2|ENSG00000223403.8|OTTHUMG00000171633.1|OTTHUMT00000072600.3|MEG9-201|MEG9|2641|
SR0000115	94	26	26	2	2	7734	297.46	306.50	110	422	ENST00000801868.1	ENSG00000291089.2	ENST00000801868	ENSG00000291089	979	12	433	422	ENSG00000291089:25;ENSG00000296520:1	26	26	2	7734	ENST00000801868.1|ENSG00000291089.2|-|-|ENST00000801868|ENSG00000291089|979|
SR0000116	96	25	25	2	2	9511	380.44	401.00	121	401	ENST00000416928.9	ENSG00000224189.9	HAGLR-202	HAGLR	4130	813	1213	401	HAGLR:24;ENSG00000309756:1	25	25	2	9511	ENST00000416928.9|ENSG00000224189.9|OTTHUMG00000154172.6|OTTHUMT00000334217.4|HAGLR-202|HAGLR|4130|
SR0000117	504	25	25	2	2	5073	202.92	203.00	201	204	ENST00000836880.1	ENSG00000287780.2	ENST00000836880	ENSG00000287780	767	151	354	204	ENSG00000287780:18;ENSG00000308876:7	25	25	2	5073	ENST00000836880.1|ENSG00000287780.2|OTTHUMG00000194502.1|-|ENST00000836880|ENSG00000287780|767|
SR0000118	184	25	25	2	2	6767	270.68	272.00	239	274	ENST00000757925.1	ENSG00000288704.2	ENST00000757925	ENSG00000288704	503	97	370	274	ENSG00000288704:23;ENSG00000298805:2	25	25	2	6767	ENST00000757925.1|ENSG00000288704.2|-|-|ENST00000757925|ENSG00000288704|503|
SR0000119	96	25	25	2	2	2713	108.52	104.00	102	125	ENST00000831873.1	ENSG00000308132.1	ENST00000831873	ENSG00000308132	687	74	198	125	MIR29B2CHG:24;ENSG00000308132:1	25	25	2	2713	ENST00000831873.1|ENSG00000308132.1|-|-|ENST00000831873|ENSG00000308132|687|
SR0000120	94	25	25	2	2	5343	213.72	172.00	80	696	ENST00000607831.5	ENSG00000237187.10	NR2F1-AS1-214	NR2F1-AS1	1963	1	696	696	NR2F1-AS1:16;ENSG00000306172:9	25	25	2	5343	ENST00000607831.5|ENSG00000237187.10|OTTHUMG00000162643.7|OTTHUMT00000369868.2|NR2F1-AS1-214|NR2F1-AS1|1963|
SR0000121	392	25	25	2	2	5648	225.92	210.00	82	384	ENST00000686832.2	ENSG00000289625.2	IUR1-201	IUR1	1019	189	572	384	ENSG00000256568:20;IUR1:5	25	25	2	5648	ENST00000686832.2|ENSG00000289625.2|-|-|IUR1-201|IUR1|1019|
SR0000122	164	26	25	2	2	10069	387.27	257.00	111	1078	ENST00000812122.1	ENSG00000305643.1	ENST00000812122	ENSG00000305643	2205	257	1334	1078	LINC01586:22;ENSG00000305643:4	26	25	2	10069	ENST00000812122.1|ENSG00000305643.1|-|-|ENST00000812122|ENSG00000305643|2205|
SR0000123	480	25	25	2	2	7880	315.20	244.00	105	552	ENST00000801216.1	ENSG00000287407.2	ENST00000801216	ENSG00000287407	1053	36	587	552	ENSG00000289623:17;ENSG00000287407:8	25	25	2	7880	ENST00000801216.1|ENSG00000287407.2|OTTHUMG00000194704.1|-|ENST00000801216|ENSG00000287407|1053|
SR0000124	180	25	25	2	2	7180	287.20	175.00	134	670	ENST00000665570.2	ENSG00000256659.3	LINC02368-205	LINC02368	1353	84	753	670	LINC02369:16;LINC02368:9	25	25	2	7180	ENST00000665570.2|ENSG00000256659.3|OTTHUMG00000168429.8|OTTHUMT00000512812.2|LINC02368-205|LINC02368|1353|
SR0000125	96	25	25	2	2	5573	222.92	243.00	133	374	ENST00000807677.1	ENSG00000305011.1	ENST00000807677	ENSG00000305011	551	178	551	374	ENSG00000305011:18;CEBPA-DT:7	25	25	2	5573	ENST00000807677.1|ENSG00000305011.1|-|-|ENST00000807677|ENSG00000305011|551|
SR0000126	204	25	25	2	2	3772	150.88	158.00	92	182	ENST00000838858.1	ENSG00000237248.7	LINC00987-207	LINC00987	2006	532	713	182	LINC00987:22;ENSG00000309182:3	25	25	2	3772	ENST00000838858.1|ENSG00000237248.7|OTTHUMG00000168332.3|-|LINC00987-207|LINC00987|2006|
SR0000127	334	24	24	2	2	8337	347.38	305.50	127	946	ENST00000716572.1	ENSG00000290482.2	ENST00000716572	ENSG00000290482	1627	1	946	946	ENSG00000290482:16;LINC01231:8	24	24	2	8337	ENST00000716572.1|ENSG00000290482.2|-|-|ENST00000716572|ENSG00000290482|1627|
SR0000128	474	24	24	2	2	3608	150.33	159.00	101	159	ENST00000654695.1	ENSG00000258735.2	PPP1R13B-DT-203	PPP1R13B-DT	1385	965	1123	159	PPP1R13B-DT:17;ENSG00000258534:7	24	24	2	3608	ENST00000654695.1|ENSG00000258735.2|OTTHUMG00000171650.5|OTTHUMT00000512133.1|PPP1R13B-DT-203|PPP1R13B-DT|1385|
SR0000129	258	24	24	4	4	3390	141.25	144.00	93	147	ENST00000601930.5	ENSG00000241469.10	LINC00635-213	LINC00635	670	264	410	147	LINC00635:18;ENSG00000231876:4;ENSG00000287907:1;ENSG00000306279:1	24	24	4	3390	ENST00000601930.5|ENSG00000241469.10|OTTHUMG00000159195.155|OTTHUMT00000461770.1|LINC00635-213|LINC00635|670|
SR0000130	176	26	24	2	2	7343	282.42	228.00	149	450	ENST00000841915.1	ENSG00000289601.2	ENST00000841915	ENSG00000289601	1336	223	672	450	ENSG00000289601:22;ENSG00000309569:4	26	24	2	7343	ENST00000841915.1|ENSG00000289601.2|OTTHUMG00000163621.1|-|ENST00000841915|ENSG00000289601|1336|
SR0000131	92	24	24	2	2	5963	248.46	211.00	123	630	ENST00000418591.1	ENSG00000236295.1	ENST00000418591	ENSG00000236295	3135	2288	2917	630	TESHL:23;ENSG00000236295:1	24	24	2	5963	ENST00000418591.1|ENSG00000236295.1|OTTHUMG00000155313.1|OTTHUMT00000339430.1|ENST00000418591|ENSG00000236295|3135|
SR0000132	252	24	24	2	2	4884	203.50	208.00	97	209	ENST00000661527.1	ENSG00000236013.9	LINC02941-209	LINC02941	1029	296	504	209	LINC02941:21;ENSG00000294827:3	24	24	2	4884	ENST00000661527.1|ENSG00000236013.9|OTTHUMG00000015699.17|OTTHUMT00000042474.2|LINC02941-209|LINC02941|1029|
SR0000133	364	26	24	2	2	14281	549.27	584.00	137	953	ENST00000733138.1	ENSG00000290751.2	TCP10L3-216	TCP10L3	989	34	986	953	TCP10L3:20;ENSG00000291286:6	26	24	2	14281	ENST00000733138.1|ENSG00000290751.2|-|-|TCP10L3-216|TCP10L3|989|
SR0000134	388	24	24	3	3	3660	152.50	139.00	86	252	ENST00000785978.1	ENSG00000260624.3	ENST00000785978	ENSG00000260624	467	214	465	252	ENSG00000260624:15;JUN-DT:7;ENSG00000293471:2	24	24	3	3660	ENST00000785978.1|ENSG00000260624.3|OTTHUMG00000172726.2|-|ENST00000785978|ENSG00000260624|467|
SR0000135	756	24	24	3	3	24735	1030.62	1045.50	651	1253	ENST00000751890.1	ENSG00000297936.1	ENST00000751890	ENSG00000297936	1511	259	1511	1253	ENSG00000297936:10;ENSG00000294426:7;ENSG00000310024:7	24	24	3	24735	ENST00000751890.1|ENSG00000297936.1|-|-|ENST00000751890|ENSG00000297936|1511|
SR0000136	92	24	24	2	2	6617	275.71	228.50	218	485	ENST00000847885.1	ENSG00000275613.3	ENST00000847885	ENSG00000275613	640	156	640	485	ENSG00000275613:23;ENSG00000282237:1	24	24	2	6617	ENST00000847885.1|ENSG00000275613.3|OTTHUMG00000188446.3|-|ENST00000847885|ENSG00000275613|640|
SR0000137	416	24	24	2	2	4088	170.33	128.50	84	254	ENST00000624914.4	ENSG00000174407.16	MIR1-1HG-202	MIR1-1HG	1229	174	427	254	MIR1-1HG:12;CRMA:12	24	24	2	4088	ENST00000624914.4|ENSG00000174407.16|OTTHUMG00000048000.1|OTTHUMT00000109262.1|MIR1-1HG-202|MIR1-1HG|1229|
SR0000138	308	25	24	2	2	9024	360.96	234.00	99	916	ENST00000718055.1	ENSG00000245864.6	MEF2C-AS2-208	MEF2C-AS2	1422	64	979	916	MIR9-2HG:13;MEF2C-AS2:12	25	24	2	9024	ENST00000718055.1|ENSG00000245864.6|OTTHUMG00000162629.3|-|MEF2C-AS2-208|MEF2C-AS2|1422|
SR0000139	84	23	23	2	2	5710	248.26	298.00	80	573	ENST00000781865.1	ENSG00000227885.5	ENST00000781865	ENSG00000227885	1864	1292	1864	573	ENSG00000227885:22;ENSG00000301808:1	23	23	2	5710	ENST00000781865.1|ENSG00000227885.5|OTTHUMG00000014883.5|-|ENST00000781865|ENSG00000227885|1864|
SR0000140	88	23	23	2	2	17541	762.65	900.00	499	905	ENST00000371086.3	ENSG00000116652.7	DLEU2L-201	DLEU2L	3555	2651	3555	905	DLEU2:22;DLEU2L:1	23	23	2	17541	ENST00000371086.3|ENSG00000116652.7|OTTHUMG00000008984.3|OTTHUMT00000024916.3|DLEU2L-201|DLEU2L|3555|
SR0000141	88	23	23	2	2	6647	289.00	289.00	289	289	ENST00000440578.2	ENSG00000237499.8	WAKMAR2-202	WAKMAR2	1620	1169	1457	289	WAKMAR2:22;ENSG00000299400:1	23	23	2	6647	ENST00000440578.2|ENSG00000237499.8|OTTHUMG00000015663.4|OTTHUMT00000470425.1|WAKMAR2-202|WAKMAR2|1620|
SR0000142	88	23	23	2	2	2822	122.70	91.00	82	272	ENST00000837332.1	ENSG00000308923.1	ENST00000837332	ENSG00000308923	272	1	272	272	PRKG1-AS1:22;ENSG00000308923:1	23	23	2	2822	ENST00000837332.1|ENSG00000308923.1|-|-|ENST00000837332|ENSG00000308923|272|
SR0000143	592	22	22	4	4	3581	162.77	163.00	109	178	ENST00000797447.1	ENSG00000303841.1	ENST00000797447	ENSG00000303841	1035	72	249	178	ENSG00000293005:10;ENSG00000303841:8;ENSG00000309054:3;LINC00293:1	22	22	4	3581	ENST00000797447.1|ENSG00000303841.1|-|-|ENST00000797447|ENSG00000303841|1035|
SR0000144	84	22	22	3	3	8556	388.91	506.00	142	735	ENST00000773055.1	ENSG00000300630.1	ENST00000773055	ENSG00000300630	1046	287	1021	735	ENSG00000300630:20;ENSG00000300652:1;ENSG00000300681:1	22	22	3	8556	ENST00000773055.1|ENSG00000300630.1|-|-|ENST00000773055|ENSG00000300630|1046|
SR0000145	160	22	22	2	2	3929	178.59	178.00	178	180	ENST00000527317.3	ENSG00000255087.7	ENST00000527317	ENSG00000255087	2353	129	308	180	ENSG00000255087:20;ENSG00000299191:2	22	22	2	3929	ENST00000527317.3|ENSG00000255087.7|OTTHUMG00000165810.29|OTTHUMT00000386316.3|ENST00000527317|ENSG00000255087|2353|
SR0000146	84	22	22	2	2	9309	423.14	425.00	419	426	ENST00000761734.1	ENSG00000272274.6	ARGLU1-DT-223	ARGLU1-DT	1045	593	1018	426	ENSG00000299082:21;ARGLU1-DT:1	22	22	2	9309	ENST00000761734.1|ENSG00000272274.6|OTTHUMG00000017323.5|-|ARGLU1-DT-223|ARGLU1-DT|1045|
SR0000147	204	23	22	5	5	7744	336.70	257.00	109	834	ENST00000731556.1	ENSG00000295654.1	ENST00000731556	ENSG00000295654	876	1	834	834	ENSG00000295654:9;MYL12-AS1:7;ENSG00000295628:5;ENSG00000295675:1;ENSG00000309205:1	23	22	5	7744	ENST00000731556.1|ENSG00000295654.1|-|-|ENST00000731556|ENSG00000295654|876|
SR0000148	340	22	22	2	2	7674	348.82	252.00	248	689	ENST00000782160.1	ENSG00000226087.5	ENST00000782160	ENSG00000226087	1425	720	1408	689	ENSG00000226087:17;EPCAM-DT:5	22	22	2	7674	ENST00000782160.1|ENSG00000226087.5|OTTHUMG00000151712.5|-|ENST00000782160|ENSG00000226087|1425|
SR0000149	84	22	22	2	2	2486	113.00	113.00	113	113	ENST00000374458.6	ENSG00000293518.2	ENST00000374458	ENSG00000293518	1173	590	702	113	ENSG00000293518:21;ENSG00000296349:1	22	22	2	2486	ENST00000374458.6|ENSG00000293518.2|-|OTTHUMT00000474712.1|ENST00000374458|ENSG00000293518|1173|
SR0000150	84	22	22	2	2	5619	255.41	282.00	145	305	ENST00000836021.1	ENSG00000232104.6	RFX3-DT-228	RFX3-DT	680	376	680	305	RFX3-DT:21;ENSG00000308758:1	22	22	2	5619	ENST00000836021.1|ENSG00000232104.6|OTTHUMG00000019457.4|-|RFX3-DT-228|RFX3-DT|680|
SR0000151	204	23	22	2	2	5893	256.22	251.00	93	546	ENST00000779138.1	ENSG00000231507.5	LINC01353-232	LINC01353	1103	1	546	546	LINC01353:19;ENSG00000301519:4	23	22	2	5893	ENST00000779138.1|ENSG00000231507.5|OTTHUMG00000041219.5|-|LINC01353-232|LINC01353|1103|
SR0000152	348	29	21	2	2	5570	192.07	181.00	166	343	ENST00000628085.2	ENSG00000236283.6	ENST00000628085	ENSG00000236283	780	216	558	343	SCN1A-AS1:23;ENSG00000236283:6	29	21	2	5570	ENST00000628085.2|ENSG00000236283.6|OTTHUMG00000153999.6|OTTHUMT00000480995.1|ENST00000628085|ENSG00000236283|780|
SR0000153	80	21	21	2	2	6030	287.14	206.00	102	1021	ENST00000846643.1	ENSG00000310026.1	ENST00000846643	ENSG00000310026	1021	1	1021	1021	LINC-PINT:20;ENSG00000310026:1	21	21	2	6030	ENST00000846643.1|ENSG00000310026.1|-|-|ENST00000846643|ENSG00000310026|1021|
SR0000154	80	21	21	2	2	3244	154.48	179.00	96	179	ENST00000657385.1	ENSG00000179676.8	LINC00305-204	LINC00305	1340	28	206	179	LINC00305:20;LINC01924:1	21	21	2	3244	ENST00000657385.1|ENSG00000179676.8|OTTHUMG00000060637.16|OTTHUMT00000519431.1|LINC00305-204|LINC00305|1340|
SR0000155	80	21	21	2	2	3354	159.71	119.00	116	528	ENST00000455038.1	ENSG00000203605.3	ENST00000455038	ENSG00000203605	823	296	823	528	LINC00466:20;ENSG00000203605:1	21	21	2	3354	ENST00000455038.1|ENSG00000203605.3|OTTHUMG00000009144.1|OTTHUMT00000025342.1|ENST00000455038|ENSG00000203605|823|
SR0000156	78	21	21	2	2	4916	234.10	91.00	91	628	ENST00000413528.1	ENSG00000234050.1	ENST00000413528	ENSG00000234050	628	1	628	628	LL0XNC01-250H12.3:20;ENSG00000234050:1	21	21	2	4916	ENST00000413528.1|ENSG00000234050.1|OTTHUMG00000022086.1|OTTHUMT00000057682.1|ENST00000413528|ENSG00000234050|628|
