id	chromosome	start	end	length	total_kmers	matched_kmer_positions	match_count	match_fraction
negative_819	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	233879209	233880076	867	843	143	159	0.169632
negative_820	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	47423563	47424492	929	905	165	180	0.182320
negative_821	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	233067968	233068964	996	972	166	188	0.170782
negative_822	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	2313042	2314031	989	965	167	185	0.173057
negative_823	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	550456	551326	870	846	153	168	0.180851
negative_824	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	229740705	229741667	962	938	174	189	0.185501
negative_825	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	26561901	26562767	866	842	150	168	0.178147
negative_826	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	134469468	134470354	886	862	152	170	0.176334
negative_827	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	119765045	119765898	853	829	160	175	0.193004
negative_828	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	208453357	208454225	868	844	160	184	0.189573
negative_829	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	136399365	136400353	988	964	173	196	0.179461
negative_830	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	168943558	168944540	982	958	152	170	0.158664
negative_831	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	128163334	128164292	958	934	164	181	0.175589
negative_832	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	36012663	36013547	884	860	167	192	0.194186
negative_833	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	151895593	151896560	967	943	168	192	0.178155
negative_834	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	148406016	148406875	859	835	146	166	0.174850
negative_835	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	182593614	182594597	983	959	182	208	0.189781
negative_836	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	24987843	24988711	868	844	152	164	0.180095
negative_837	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	187242877	187243783	906	882	177	194	0.200680
negative_838	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	8607436	8608374	938	914	169	195	0.184902
negative_839	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	62043522	62044412	890	866	159	180	0.183603
negative_840	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	122910967	122911841	874	850	163	188	0.191765
negative_841	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	102516698	102517568	870	846	164	196	0.193853
negative_842	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	9195854	9196714	860	836	166	193	0.198565
negative_843	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	27611089	27612050	961	937	175	191	0.186766
negative_844	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	31367758	31368679	921	897	168	191	0.187291
negative_845	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	162825161	162826106	945	921	172	198	0.186754
negative_846	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	100554848	100555749	901	877	165	185	0.188141
negative_847	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	140249729	140250656	927	903	179	201	0.198228
negative_848	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	179216320	179217229	909	885	156	175	0.176271
negative_849	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	150544736	150545733	997	973	181	206	0.186023
negative_850	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	193835337	193836271	934	910	190	214	0.208791
negative_851	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	22197250	22198151	901	877	148	170	0.168757
negative_852	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	147818758	147819711	953	929	174	192	0.187298
negative_853	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	5406325	5407316	991	967	174	192	0.179938
negative_854	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	179421180	179422158	978	954	168	190	0.176101
negative_855	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	23149621	23150605	984	960	172	189	0.179167
negative_856	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	86135830	86136818	988	964	178	196	0.184647
negative_857	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	228550148	228551072	924	900	157	173	0.174444
negative_858	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	23535952	23536863	911	887	150	177	0.169109
negative_859	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	4779052	4780004	952	928	180	197	0.193966
negative_860	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	62509726	62510634	908	884	174	196	0.196833
negative_861	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	124514099	124515063	964	940	172	186	0.182979
negative_862	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	3181055	3181926	871	847	170	186	0.200708
negative_863	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	241791404	241792302	898	874	166	185	0.189931
negative_864	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	221885998	221886964	966	942	183	196	0.194268
negative_865	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	218574472	218575454	982	958	173	192	0.180585
negative_866	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	216787743	216788655	912	888	182	206	0.204955
negative_867	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	235202608	235203464	856	832	155	177	0.186298
negative_868	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	22782741	22783703	962	938	169	191	0.180171
negative_869	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	16366257	16367170	913	889	152	163	0.170979
negative_870	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	137461009	137461892	883	859	156	174	0.181607
negative_871	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	145987066	145988065	999	975	187	213	0.191795
negative_872	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	69545896	69546801	905	881	166	189	0.188422
negative_873	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	207336313	207337230	917	893	166	187	0.185890
negative_874	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	94668394	94669245	851	827	165	181	0.199516
negative_875	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	109536179	109537077	898	874	138	153	0.157895
negative_876	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	176290164	176291032	868	844	133	151	0.157583
negative_877	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	201061992	201062895	903	879	146	167	0.166098
negative_878	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	140166217	140167122	905	881	181	202	0.205448
negative_879	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	137221964	137222850	886	862	158	174	0.183295
negative_880	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	55569342	55570211	869	845	159	176	0.188166
negative_881	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	39232915	39233796	881	857	152	178	0.177363
negative_882	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	38328319	38329173	854	830	144	159	0.173494
negative_883	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	201787163	201788051	888	864	173	193	0.200231
negative_884	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	58037421	58038402	981	957	176	196	0.183908
negative_885	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	153009266	153010170	904	880	150	168	0.170455
negative_886	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	223996509	223997410	901	877	157	181	0.179019
negative_887	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	77652156	77653105	949	925	178	201	0.192432
negative_888	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	58809816	58810679	863	839	185	209	0.220501
negative_889	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	84752202	84753143	941	917	178	201	0.194111
negative_890	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	112250771	112251723	952	928	171	194	0.184267
negative_891	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	219986551	219987550	999	975	169	190	0.173333
negative_892	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	209997640	209998568	928	904	150	173	0.165929
negative_893	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	194133504	194134461	957	933	140	164	0.150054
negative_894	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	18827438	18828392	954	930	193	208	0.207527
negative_895	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	46338708	46339603	895	871	159	178	0.182549
negative_896	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	225165539	225166463	924	900	176	196	0.195556
negative_897	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	61044101	61045045	944	920	166	186	0.180435
negative_898	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	7325774	7326733	959	935	171	183	0.182888
negative_899	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	113309020	113309968	948	924	180	197	0.194805
negative_900	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	135001406	135002387	981	957	156	181	0.163009
negative_901	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	85367151	85368039	888	864	164	184	0.189815
negative_902	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	164452334	164453209	875	851	157	177	0.184489
negative_903	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	195407566	195408529	963	939	148	163	0.157614
negative_904	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	124316136	124317036	900	876	159	179	0.181507
negative_905	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	96941026	96941885	859	835	162	183	0.194012
negative_906	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	85454950	85455913	963	939	169	191	0.179979
negative_907	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	171973591	171974548	957	933	179	204	0.191854
negative_908	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	175261755	175262642	887	863	168	188	0.194670
negative_909	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	230970186	230971145	959	935	163	192	0.174332
negative_910	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	194614745	194615678	933	909	159	187	0.174917
negative_911	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	168334188	168335062	874	850	158	172	0.185882
negative_912	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	66680939	66681916	977	953	173	196	0.181532
negative_913	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	4664669	4665592	923	899	165	191	0.183537
negative_914	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	37999197	38000179	982	958	175	197	0.182672
negative_915	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	192120731	192121612	881	857	172	186	0.200700
negative_916	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	26387380	26388266	886	862	164	183	0.190255
negative_917	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	118702244	118703150	906	882	174	206	0.197279
negative_918	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	208466340	208467281	941	917	152	177	0.165758
negative_919	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	10796162	10797137	975	951	183	204	0.192429
negative_920	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	139363357	139364219	862	838	161	180	0.192124
negative_921	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	137745716	137746593	877	853	150	162	0.175850
negative_922	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	232494258	232495255	997	973	178	204	0.182939
negative_923	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	224753181	224754112	931	907	172	195	0.189636
negative_924	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	102750851	102751761	910	886	176	189	0.198646
negative_925	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	9081981	9082969	988	964	163	180	0.169087
negative_926	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	237321328	237322216	888	864	162	177	0.187500
negative_927	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	111493724	111494691	967	943	185	208	0.196182
negative_928	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	135657514	135658409	895	871	169	200	0.194030
negative_929	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	10840755	10841668	913	889	170	194	0.191226
negative_930	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	175781395	175782340	945	921	188	215	0.204126
negative_931	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	79166129	79167100	971	947	167	190	0.176346
negative_932	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	31411558	31412447	889	865	156	169	0.180347
negative_933	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	213769158	213770109	951	927	158	178	0.170442
negative_934	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	72060600	72061464	864	840	140	159	0.166667
negative_935	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	65310796	65311682	886	862	152	169	0.176334
negative_936	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	1216326	1217195	869	845	156	171	0.184615
negative_937	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	48648945	48649812	867	843	147	164	0.174377
negative_938	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	22404562	22405463	901	877	176	204	0.200684
negative_939	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	209247691	209248666	975	951	173	195	0.181914
negative_940	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	226994819	226995710	891	867	164	180	0.189158
negative_941	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	170937646	170938630	984	960	174	192	0.181250
negative_942	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	69781798	69782765	967	943	177	199	0.187699
negative_943	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	118268640	118269497	857	833	132	151	0.158463
negative_944	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	199572450	199573371	921	897	166	181	0.185061
negative_945	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	89455061	89456005	944	920	170	188	0.184783
negative_946	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	62437328	62438299	971	947	183	198	0.193242
negative_947	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	221737635	221738487	852	828	146	164	0.176329
negative_948	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	158186895	158187763	868	844	153	178	0.181280
negative_949	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	59114198	59115185	987	963	157	173	0.163032
negative_950	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	166445002	166445899	897	873	177	197	0.202749
negative_951	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	171576874	171577791	917	893	175	201	0.195969
negative_952	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	13003469	13004372	903	879	176	197	0.200228
negative_953	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	23606401	23607336	935	911	159	176	0.174533
negative_954	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	49319999	49320872	873	849	139	158	0.163722
negative_955	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	208785203	208786157	954	930	161	185	0.173118
negative_956	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	138505645	138506622	977	953	163	178	0.171039
negative_957	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	41281741	41282661	920	896	154	179	0.171875
negative_958	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	73557007	73557858	851	827	160	173	0.193470
negative_959	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	198980212	198981147	935	911	146	171	0.160263
negative_960	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	245980375	245981346	971	947	188	210	0.198522
negative_961	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	104365054	104365911	857	833	159	179	0.190876
negative_962	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	45260975	45261877	902	878	167	189	0.190205
negative_963	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	182272243	182273126	883	859	191	218	0.222352
negative_964	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	77812725	77813617	892	868	167	193	0.192396
negative_965	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	226547116	226548043	927	903	159	169	0.176080
negative_966	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	163034047	163034898	851	827	135	152	0.163241
negative_967	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	151136923	151137862	939	915	190	220	0.207650
negative_968	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	163635552	163636465	913	889	159	173	0.178853
negative_969	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	26120834	26121751	917	893	163	184	0.182531
negative_970	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	188867371	188868273	902	878	154	172	0.175399
negative_971	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	2414366	2415329	963	939	152	167	0.161874
negative_972	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	119610718	119611622	904	880	159	185	0.180682
negative_973	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	114996818	114997672	854	830	140	159	0.168675
negative_974	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	162522270	162523204	934	910	172	195	0.189011
negative_975	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	7844234	7845211	977	953	164	187	0.172088
negative_976	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	190370093	190371048	955	931	166	186	0.178303
negative_977	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	223907519	223908414	895	871	168	183	0.192882
negative_978	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	34163176	34164127	951	927	158	179	0.170442
negative_979	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	49840208	49841087	879	855	172	193	0.201170
negative_980	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	4741554	4742408	854	830	167	192	0.201205
negative_981	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	26532881	26533782	901	877	146	167	0.166477
negative_982	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	32760016	32760999	983	959	160	172	0.166840
negative_983	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	90607528	90608458	930	906	165	191	0.182119
negative_984	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	141805967	141806850	883	859	168	194	0.195576
negative_985	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	59837070	59837999	929	905	167	195	0.184530
negative_986	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	62750013	62750932	919	895	173	190	0.193296
negative_987	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	30079825	30080743	918	894	172	191	0.192394
negative_988	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	245242774	245243725	951	927	174	188	0.187702
negative_989	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	166256084	166256960	876	852	166	190	0.194836
negative_990	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	94849836	94850755	919	895	159	178	0.177654
negative_991	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	140121826	140122816	990	966	159	179	0.164596
negative_992	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	18089344	18090343	999	975	203	225	0.208205
negative_993	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	127881427	127882406	979	955	168	187	0.175916
negative_994	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	60116961	60117882	921	897	175	198	0.195095
negative_995	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	213326065	213326934	869	845	129	142	0.152663
negative_996	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	148546510	148547463	953	929	155	169	0.166846
negative_997	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	80102296	80103209	913	889	146	160	0.164229
negative_998	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	58909511	58910411	900	876	155	181	0.176941
negative_999	CM142247.1 Homo sapiens isolate H9_T2T chromosome 1, whole genome shotgun sequence	96706893	96707770	877	853	174	195	0.203986
